gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,ChurnBinary
Male,0,Yes,Yes,13,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,94.09,1237.44,Yes,1
Female,0,No,Yes,19,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),56.11,1065.37,No,0
Male,0,No,Yes,46,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),88.24,4076.68,Yes,1
Male,0,No,No,3,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,77.69,246.38,Yes,1
Male,0,No,No,1,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,66.05,64.56,No,0
Male,0,No,No,13,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,44.91,576.98,No,0
Male,0,Yes,No,2,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),55.5,108.44,No,0
Female,0,Yes,No,5,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),73.12,368.13,No,0
Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),77.41,91.35,Yes,1
Female,1,No,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,30.95,2154.43,No,0
Male,0,No,No,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,15.41,1102.46,No,0
Male,1,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,36.2,140.18,No,0
Male,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),89.71,6287.87,No,0
Female,1,Yes,No,6,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),74.06,449.48,No,0
Male,1,Yes,No,6,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),58.14,347.64,No,0
Male,0,No,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,31.75,170.73,No,0
Female,0,No,No,6,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Credit card (automatic),79.95,496.09,No,0
Male,0,No,Yes,40,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),55.37,2200.61,No,0
Female,0,No,Yes,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),32.8,911.37,No,0
Female,0,Yes,Yes,31,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,78.32,2429.93,Yes,1
Female,0,No,No,70,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),84.36,5896.13,No,0
Male,0,Yes,No,6,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,55.8,333.61,Yes,1
Male,0,Yes,No,8,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,64.01,506.4,No,0
Male,1,No,Yes,47,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.84,2135.29,No,0
Male,0,Yes,No,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.8,157.63,Yes,1
Male,0,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,33.15,56.72,Yes,1
Male,0,No,Yes,5,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,62.13,311.04,No,0
Male,1,Yes,No,3,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.29,288.63,No,0
Female,0,Yes,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,27.62,417.79,No,0
Male,0,No,Yes,16,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Electronic check,88.01,1416.8,No,0
Female,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),81.27,151.52,Yes,1
Male,0,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,17.57,257.46,No,0
Male,0,No,Yes,72,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),45.99,3302.06,No,0
Male,1,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.46,127.91,Yes,1
Female,0,No,Yes,27,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),97.1,2604.22,No,0
Female,0,Yes,Yes,59,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Mailed check,67.48,3962.9,No,0
Female,1,Yes,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.75,379.48,No,0
Female,0,No,No,72,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,58.65,4200.66,No,0
Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,78.01,158.38,No,0
Female,1,Yes,No,31,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,50.41,1561.42,No,0
Male,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.44,185.74,No,0
Male,0,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,101.7,1217.28,No,0
Female,0,No,Yes,72,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Electronic check,78.82,5674.45,No,0
Female,0,Yes,Yes,22,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),82.39,1809.13,Yes,1
Female,0,Yes,No,8,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,58.26,470.38,No,0
Female,0,Yes,Yes,5,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,79.16,400.45,No,0
Female,0,Yes,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.73,675.54,No,0
Female,1,Yes,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),30.12,24.88,No,0
Female,0,No,No,4,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,86.46,352.19,Yes,1
Female,1,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.43,463.33,No,0
Male,0,Yes,No,28,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Electronic check,91.92,2574.46,Yes,1
Female,0,Yes,No,10,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),44.24,449.89,No,0
Female,0,No,No,54,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.79,4256.02,Yes,1
Male,0,No,No,17,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,86.14,1465.22,No,0
Female,0,No,Yes,3,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,80.42,235.77,Yes,1
Male,1,No,Yes,9,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),65.94,586.85,No,0
Male,0,No,Yes,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),86.11,428.16,Yes,1
Female,0,Yes,Yes,12,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),80.99,974.92,No,0
Male,0,Yes,Yes,20,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,90.6,1810.02,No,0
Male,0,No,Yes,13,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),50.04,641.09,Yes,1
Male,0,No,No,43,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,65.09,2794.29,No,0
Male,0,No,No,57,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),89.2,5068.94,Yes,1
Female,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),17.02,517.37,Yes,1
Male,0,No,No,9,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,56.32,494.8,Yes,1
Female,0,No,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,80.49,490.5,No,0
Male,0,No,No,20,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,58.75,1160.17,No,0
Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.7,299.33,Yes,1
Male,1,No,Yes,40,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),76.8,3059.21,No,0
Male,0,Yes,Yes,7,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,53.02,348.32,No,0
Female,0,No,No,72,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Electronic check,80.1,5767.24,No,0
Female,0,No,No,2,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,52.23,107.7,No,0
Male,0,Yes,Yes,4,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,82.81,348.04,No,0
Male,1,Yes,Yes,8,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),85.0,675.82,Yes,1
Female,0,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),31.34,260.35,No,0
Male,0,No,Yes,12,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,78.71,939.75,Yes,1
Male,0,No,No,72,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,79.0,5696.7,No,0
Male,0,No,Yes,27,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,91.59,2480.9,No,0
Female,0,No,No,32,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),49.52,1597.02,No,0
Female,0,Yes,Yes,8,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),68.12,548.63,No,0
Female,0,No,No,27,No,No phone service,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),46.03,1242.49,No,0
Male,0,No,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),17.5,458.45,No,0
Male,0,Yes,No,72,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,76.97,5523.84,No,0
Female,1,No,No,61,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,72.6,4434.7,No,0
Female,0,No,No,15,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,55.48,839.38,Yes,1
Female,0,No,No,6,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,85.18,510.23,Yes,1
Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.8,144.52,No,0
Male,1,Yes,No,26,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),13.88,368.13,No,0
Female,0,Yes,No,38,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,91.13,3465.24,Yes,1
Male,1,Yes,No,59,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Mailed check,87.35,5156.06,No,0
Female,0,Yes,No,68,Yes,No,DSL,No,No,Yes,No,No,No,Two year,No,Electronic check,49.36,3338.05,No,0
Male,0,No,Yes,19,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),93.1,1760.68,No,0
Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,21.69,1559.1,No,0
Female,0,No,No,13,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,77.62,1005.88,No,0
Female,0,Yes,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),78.64,330.07,No,0
Female,0,Yes,No,9,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,58.71,535.57,Yes,1
Male,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),30.81,80.31,Yes,1
Female,0,No,No,30,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),49.22,1479.2,No,0
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),67.24,78.54,No,0
Male,0,Yes,No,13,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,50.82,650.3,No,0
Male,0,Yes,No,6,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,71.65,432.34,No,0
Male,0,No,No,51,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,90.85,4627.79,No,0
Female,0,No,No,7,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,86.39,608.42,No,0
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,83.05,87.53,Yes,1
Male,1,Yes,No,30,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,88.45,2662.69,No,0
Male,0,Yes,No,34,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,99.6,3388.16,Yes,1
Female,0,Yes,Yes,3,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),53.45,160.84,Yes,1
Female,0,Yes,No,2,No,No phone service,DSL,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),49.21,91.49,No,0
Female,1,No,No,53,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),72.07,3817.38,No,0
Female,0,No,Yes,72,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Electronic check,82.37,5945.9,No,0
Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.63,28.92,Yes,1
Male,1,Yes,No,10,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,83.44,831.28,No,0
Female,0,No,No,21,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,70.52,1479.35,No,0
Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.02,327.67,No,0
Male,0,No,No,36,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,91.1,3279.54,No,0
Male,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,35.87,124.73,No,0
Female,0,No,No,2,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,71.22,140.32,No,0
Female,0,Yes,Yes,9,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.23,721.55,No,0
Male,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),33.26,505.61,Yes,1
Female,1,No,Yes,14,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),79.92,1128.12,Yes,1
Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.4,71.54,No,0
Female,0,Yes,No,62,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,81.5,5062.86,No,0
Female,0,No,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,32.97,1656.2,No,0
Female,0,No,No,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.02,42.75,Yes,1
Male,0,No,Yes,5,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,53.47,253.69,Yes,1
Female,0,No,No,21,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),70.93,1501.22,No,0
Male,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),75.64,1282.5,No,0
Male,0,No,Yes,3,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,69.63,195.7,No,0
Female,0,Yes,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.25,390.08,Yes,1
Male,0,No,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,16.35,187.01,No,0
Male,0,No,No,69,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,81.5,5630.06,No,0
Male,0,No,No,37,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),91.5,3378.2,No,0
Female,0,Yes,Yes,72,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),73.62,5301.71,No,0
Female,1,No,Yes,16,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),74.34,1193.02,No,0
Male,0,No,No,57,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,No,Mailed check,61.5,3515.26,No,0
Female,0,Yes,No,11,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),83.43,919.15,No,0
Female,0,No,No,20,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),79.46,1579.6,No,0
Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,21.91,1576.64,No,0
Female,0,No,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,95.76,750.02,No,0
Male,1,Yes,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,47.73,81.2,Yes,1
Male,1,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.47,14.66,Yes,1
Female,0,Yes,No,43,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),92.51,3977.33,No,0
Female,0,No,No,15,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),87.29,1316.28,No,0
Male,0,Yes,No,15,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),62.75,949.18,No,0
Male,0,Yes,No,72,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,62.08,4468.92,No,0
Female,0,No,No,17,No,No phone service,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,52.78,900.04,Yes,1
Male,0,Yes,Yes,18,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Mailed check,63.74,1148.82,No,0
Female,0,No,No,10,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,60.23,602.93,Yes,1
Female,0,No,No,2,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,61.02,118.74,No,0
Male,0,Yes,No,37,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,76.57,2836.96,No,0
Male,1,Yes,Yes,23,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),61.42,1411.78,No,0
Female,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,26.93,273.02,No,0
Female,0,Yes,No,8,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),59.22,476.3,No,0
Male,0,Yes,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.12,1221.58,No,0
Female,1,Yes,Yes,6,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),68.62,406.6,No,0
Male,1,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.49,42.27,Yes,1
Female,0,No,Yes,26,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,No,Credit card (automatic),58.89,1530.25,No,0
